sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
S0048,0,24198,0.000000,0.979218,0.000000,0.893093,0.000000,2.746668,1.655232,2.083682,0.446914,0.435560,0.000000,0.000000,11.332009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,-1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.047599,0.000000,0.043412,0.000000,0.133512,0.080459,0.101285,0.021724,0.021172,0.000000,0.000000,0.550836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,1,26808,0.000000,0.000000,-0.925961,0.000000,0.000000,0.000002,0.000000,1.041841,0.000000,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000004,-0.606218,0.000001,-0.471053,0.000000,-0.994140,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.478999,0.000000,0.000000,0.000000,0.000000,0.521000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.307692,0.000000,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,2,29282,0.000000,0.000000,-0.925961,0.000000,0.000000,0.000002,0.551744,1.041841,0.000000,0.000000,0.000000,0.000000,1.133194,1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.877956,0.000000,0.000000,-0.641253,0.636955,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,-2.019130,0.000000,0.000000,0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.146702,0.277012,0.000000,0.000000,0.000000,0.000000,0.301302,0.274984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.441315,0.000001,0.000001,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.558678,0.000000
S0048,3,31864,0.000000,-0.979217,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,-0.524124,-0.471053,0.000000,-0.994140,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166150,0.142545,0.000000,0.000000,0.000000,0.361438,0.329867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.166667,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,4,34502,0.000000,0.000000,-0.925961,0.000000,0.000000,-0.686665,0.000000,0.520921,0.000000,0.000000,0.000000,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.636955,0.000002,0.000001,-0.471053,0.000000,-0.994140,1.150604,-1.009566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999998,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356326,0.000001,0.000001,0.000000,0.000000,0.000000,0.643672,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,5,37156,0.000000,-0.979217,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247936,0.212712,0.000000,0.000000,0.000000,0.539352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,6,39778,0.000000,0.000000,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,-2.019130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247936,0.212712,0.000000,0.000000,0.000000,0.539352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,7,42350,0.000000,0.000000,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,-0.524124,-0.471053,0.000000,-0.994140,0.000008,-1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247936,0.212712,0.000000,0.000000,0.000000,0.539352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.166667,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,8,45026,0.000000,0.000000,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,-1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247936,0.212712,0.000000,0.000000,0.000000,0.539352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
S0048,9,47631,0.000000,-0.979217,-0.925961,0.000000,0.000000,0.000000,0.000000,0.520921,0.446914,0.000000,0.000000,0.000000,1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.641253,0.000002,0.000002,0.000001,-0.471053,0.000000,-0.994140,0.000008,-1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247936,0.212712,0.000000,0.000000,0.000000,0.539352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.076923,0.000000,0.000000,0.000000,0.615385,0.000000,0.000000,0.000000,0.000000,0.000000
