sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
S0054,0,12243,0.000000,0.000000,0.000000,0.000000,0.753441,-0.000002,0.551743,0.000001,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.636951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.577264,0.000000,0.422729,0.000001,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.613152,0.000000,0.000000,0.000000,0.000000
S0054,1,14826,0.000000,0.000000,0.000000,0.000000,0.753441,-0.000002,0.551743,0.000001,0.000000,0.000000,0.000000,0.000000,0.000008,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.636951,0.000000,-0.524124,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.577264,0.000000,0.422729,0.000001,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,2,17403,0.000000,-0.979216,0.000000,0.000000,0.753441,-0.686666,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,-1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823176,0.736899,0.641254,1.273905,0.606218,0.000000,0.471053,0.000000,0.994140,3.451782,1.009563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082252,0.073631,0.064074,0.127289,0.060573,0.000000,0.047068,0.000000,0.099335,0.344903,0.100876,0.000000,0.000000,0.000000,0.000000
S0054,3,19981,-0.837885,0.000000,0.000000,0.000000,0.753441,-0.000002,0.551743,0.000001,0.446914,0.000000,0.000000,0.000000,0.000000,1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.636951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.270408,0.000000,0.198019,0.000000,0.160396,0.000000,0.000000,0.000000,0.000000,0.371176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,4,22580,-0.837885,0.000000,0.000000,0.000000,0.753441,-0.000002,0.551743,0.000001,0.000000,0.000000,0.000000,0.000000,-1.133194,1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,-0.941923,-0.877958,-0.823175,0.000000,-1.923764,-1.910856,-1.818660,-1.048250,-0.471053,0.000000,0.000000,-10.355378,-0.000001,0.000000,0.000000,-0.806348,-1.095956,0.000000,0.000000,0.000000,0.000000,0.322066,0.000000,0.235848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.442085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,5,25234,0.000000,0.000001,0.925961,0.000000,0.000000,0.686665,0.000001,0.520921,0.000000,0.000000,0.000000,0.000000,2.266411,1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.941923,0.000000,0.000000,0.000000,-0.000001,0.636953,0.606218,0.000001,0.000000,0.000000,0.994140,1.150589,1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170396,0.000000,0.000000,0.126361,0.000000,0.095860,0.000000,0.000000,0.000000,0.000000,0.417067,0.190316,0.000000,0.000000,0.000000,0.000000,0.000000,0.176410,0.000000,0.000000,0.000000,0.000000,0.119293,0.113537,0.000000,0.000000,0.000000,0.186190,0.215491,0.189079,0.000000,0.000000,0.000000,0.000000
S0054,6,27860,-0.837885,0.000000,0.000000,0.000000,0.753441,-0.000002,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941923,0.000000,0.000000,0.736899,0.641254,0.636953,0.606218,0.524126,0.471053,0.000000,0.994140,1.150589,-0.000001,0.764598,0.000000,0.000000,-1.095956,0.000000,0.000000,0.000000,0.000000,0.999987,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126132,0.000000,0.000000,0.098677,0.085870,0.085294,0.081178,0.070185,0.063078,0.000000,0.133124,0.154074,0.000000,0.102387,0.000000,0.000000,0.000000
S0054,7,30493,0.000000,0.000000,0.000000,0.000000,0.753441,0.686665,0.551743,0.520921,0.000000,0.000000,0.000000,0.000000,2.266411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.636951,0.000000,-0.524124,0.000000,0.000000,0.000000,-1.150597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157651,0.143678,0.115447,0.108998,0.000000,0.000000,0.000000,0.000000,0.474226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,8,33120,0.000000,-0.979217,0.000000,-0.893093,0.000000,-1.373335,0.000001,-0.520921,-0.446913,0.000000,0.000000,0.000000,-4.532799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.636951,0.000000,0.000000,0.000000,0.000000,0.000000,-1.150597,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,9,35741,0.000000,-1.958433,0.000000,-1.786187,0.000000,-3.433332,-1.103488,-1.562762,-0.446913,-0.435560,0.000000,0.000000,-11.332009,0.000000,0.000000,0.000000,0.000000,-1.106320,0.805626,0.000000,-0.877958,0.000001,-0.000001,-0.000001,0.636951,-0.000002,0.000000,0.000000,0.000000,0.994140,-1.150604,-0.000001,0.764598,0.000000,0.000000,-1.095956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.251655,0.000000,0.000000,0.000000,0.000000,0.000000,0.198965,0.000000,0.000000,0.000000,0.000000,0.310541,0.000000,0.000000,0.238839,0.000000,0.000000,0.000000
S0054,10,38308,0.000000,0.000001,0.925961,-0.893093,0.000000,0.000000,0.551744,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,-1.106320,0.000000,0.000000,-0.877958,0.000001,0.736899,0.000000,0.636951,0.000000,0.000000,0.000000,0.000000,0.994140,-1.150604,1.009563,0.764598,0.000000,0.000000,0.000000,0.000000,0.000001,0.626617,0.000000,0.000000,0.000000,0.373377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.177902,0.000000,0.153773,0.000000,0.000000,0.000000,0.000000,0.240006,0.000000,0.243729,0.184590,0.000000,0.000000,0.000000
S0054,11,40809,0.000000,-0.979216,0.000000,-0.893093,0.753441,-0.686666,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,-1.133194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,-1.150597,0.000000,0.000000,0.000000,0.000000,-1.095956,0.000000,0.000000,0.000000,0.000000,0.999996,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0054,12,43468,0.000000,0.000001,0.925961,-0.893093,0.753441,-0.000002,0.000001,0.520921,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000002,-0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.420828,0.000000,0.342421,0.000000,0.000000,0.236746,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.999997,0.000000,0.000000,0.000000,0.000000
